 

stn;time;tre200d0
GVE;20090208;1.3
GVE;20090209;2.4
GVE;20090210;6.2
GVE;20090211;1.4
GVE;20090212;0.0
GVE;20090213;-1.5
GVE;20090214;-1.8
GVE;20090215;-0.7
GVE;20090216;-1.0
GVE;20090217;0.8
GVE;20090218;1.0
GVE;20090219;-1.1
GVE;20090220;-0.2
GVE;20090221;2.5
GVE;20090222;0.8
GVE;20090223;2.6
GVE;20090224;3.9
GVE;20090225;2.9
GVE;20090226;3.3
GVE;20090227;6.8
GVE;20090228;5.1
GVE;20090301;6.2
GVE;20090302;7.6
GVE;20090303;6.8
GVE;20090304;4.9
GVE;20090305;3.0
GVE;20090306;2.8
GVE;20090307;3.3
GVE;20090308;4.6
GVE;20090309;5.0
GVE;20090310;4.3
GVE;20090311;5.9
GVE;20090312;3.9
GVE;20090313;7.6
GVE;20090314;8.3
GVE;20090315;10.1
GVE;20090316;8.5
GVE;20090317;7.6
GVE;20090318;9.5
GVE;20090319;7.3
GVE;20090320;4.3
GVE;20090321;3.6
GVE;20090322;5.5
GVE;20090323;7.9
GVE;20090324;5.4
GVE;20090325;4.5
GVE;20090326;8.5
GVE;20090327;11.6
GVE;20090328;8.2
GVE;20090329;6.3
GVE;20090330;6.5
GVE;20090331;6.1
GVE;20090401;9.1
GVE;20090402;9.2
GVE;20090403;12.4
GVE;20090404;12.2
GVE;20090405;12.3
GVE;20090406;13.9
GVE;20090407;12.8
GVE;20090408;13.5
GVE;20090409;13.2
GVE;20090410;14.1
GVE;20090411;14.4
GVE;20090412;14.3
GVE;20090413;14.6
GVE;20090414;14.6
GVE;20090415;15.5
GVE;20090416;10.6
GVE;20090417;10.5
GVE;20090418;10.6
GVE;20090419;10.8
GVE;20090420;13.1
GVE;20090421;14.9
GVE;20090422;15.9
GVE;20090423;13.1
GVE;20090424;10.7
GVE;20090425;13.4
GVE;20090426;13.6
GVE;20090427;10.5
GVE;20090428;9.7
GVE;20090429;8.2
GVE;20090430;10.1
GVE;20090501;12.4
GVE;20090502;14.0
GVE;20090503;13.8
GVE;20090504;12.5
GVE;20090505;10.7
GVE;20090506;14.3
GVE;20090507;16.2
GVE;20090508;17.1
GVE;20090509;17.7
GVE;20090510;16.7
GVE;20090511;16.8
GVE;20090512;16.7
GVE;20090513;16.8
GVE;20090514;17.0
GVE;20090515;13.1
GVE;20090516;15.7
GVE;20090517;16.9
GVE;20090518;15.2
GVE;20090519;17.1
GVE;20090520;18.9
GVE;20090521;22.7
GVE;20090522;22.8
GVE;20090523;20.9
GVE;20090524;24.4
GVE;20090525;24.4
GVE;20090526;19.3
GVE;20090527;15.1
GVE;20090528;17.5
GVE;20090529;17.9
GVE;20090530;14.9
GVE;20090531;16.4
GVE;20090601;17.2
GVE;20090602;19.4
GVE;20090603;19.3
GVE;20090604;17.8
GVE;20090605;16.7
GVE;20090606;15.5
GVE;20090607;15.2
GVE;20090608;15.7
GVE;20090609;16.1
GVE;20090610;17.0
GVE;20090611;17.5
GVE;20090612;17.2
GVE;20090613;19.0
GVE;20090614;21.4
GVE;20090615;20.9
GVE;20090616;19.8
GVE;20090617;19.3
GVE;20090618;23.8
GVE;20090619;19.8
GVE;20090620;15.4
GVE;20090621;15.3
GVE;20090622;14.7
GVE;20090623;15.2
GVE;20090624;17.3
GVE;20090625;19.0
GVE;20090626;18.8
GVE;20090627;18.7
GVE;20090628;20.4
GVE;20090629;21.8
GVE;20090630;21.4
GVE;20090701;20.9
GVE;20090702;22.0
GVE;20090703;23.5
GVE;20090704;21.3
GVE;20090705;20.7
GVE;20090706;21.8
GVE;20090707;17.2
GVE;20090708;16.1
GVE;20090709;16.8
GVE;20090710;16.3
GVE;20090711;18.0
GVE;20090712;22.3
GVE;20090713;26.0
GVE;20090714;24.7
GVE;20090715;22.9
GVE;20090716;24.8
GVE;20090717;16.2
GVE;20090718;14.5
GVE;20090719;18.0
GVE;20090720;20.8
GVE;20090721;23.0
GVE;20090722;22.3
GVE;20090723;22.6
GVE;20090724;20.2
GVE;20090725;18.9
GVE;20090726;18.6
GVE;20090727;20.9
GVE;20090728;20.1
GVE;20090729;22.0
GVE;20090730;22.1
GVE;20090731;19.8
GVE;20090801;22.3
GVE;20090802;19.1
GVE;20090803;17.3
GVE;20090804;18.6
GVE;20090805;19.9
GVE;20090806;21.9
GVE;20090807;22.7
GVE;20090808;19.8
GVE;20090809;19.9
GVE;20090810;19.1
GVE;20090811;20.7
GVE;20090812;20.9
GVE;20090813;21.8
GVE;20090814;22.6
GVE;20090815;23.3
GVE;20090816;24.3
GVE;20090817;24.1
GVE;20090818;24.5
GVE;20090819;24.8
GVE;20090820;27.5
GVE;20090821;23.5
GVE;20090822;21.7
GVE;20090823;20.0
GVE;20090824;22.9
GVE;20090825;19.5
GVE;20090826;19.6
GVE;20090827;21.9
GVE;20090828;20.9
GVE;20090829;17.2
GVE;20090830;16.9
GVE;20090831;18.4
GVE;20090901;21.6
GVE;20090902;19.0
GVE;20090903;21.0
GVE;20090904;16.8
GVE;20090905;12.9
GVE;20090906;13.6
GVE;20090907;15.2
GVE;20090908;16.5
GVE;20090909;17.7
GVE;20090910;18.1
GVE;20090911;17.9
GVE;20090912;17.0
GVE;20090913;15.8
GVE;20090914;14.2
GVE;20090915;12.6
GVE;20090916;15.1
GVE;20090917;16.4
GVE;20090918;16.9
GVE;20090919;16.9
GVE;20090920;16.4
GVE;20090921;17.6
GVE;20090922;18.2
GVE;20090923;17.5
GVE;20090924;17.0
GVE;20090925;16.5
GVE;20090926;15.7
GVE;20090927;16.8
GVE;20090928;16.1
GVE;20090929;15.6
GVE;20090930;14.8
GVE;20091001;15.9
GVE;20091002;13.9
GVE;20091003;12.5
GVE;20091004;13.1
GVE;20091005;13.8
GVE;20091006;18.6
GVE;20091007;20.1
GVE;20091008;16.5
GVE;20091009;15.7
GVE;20091010;14.9
GVE;20091011;14.0
GVE;20091012;11.6
GVE;20091013;9.7
GVE;20091014;7.7
GVE;20091015;4.7
GVE;20091016;7.2
GVE;20091017;7.0
GVE;20091018;6.6
GVE;20091019;4.7
GVE;20091020;5.2
GVE;20091021;8.2
GVE;20091022;10.4
GVE;20091023;9.6
GVE;20091024;8.0
GVE;20091025;11.7
GVE;20091026;10.3
GVE;20091027;8.0
GVE;20091028;7.3
GVE;20091029;7.8
GVE;20091030;6.9
GVE;20091031;8.1
GVE;20091101;8.6
GVE;20091102;8.5
GVE;20091103;6.9
GVE;20091104;9.2
GVE;20091105;6.5
GVE;20091106;5.4
GVE;20091107;4.4
GVE;20091108;4.7
GVE;20091109;6.2
GVE;20091110;5.3
GVE;20091111;3.8
GVE;20091112;5.7
GVE;20091113;8.6
GVE;20091114;9.7
GVE;20091115;10.0
GVE;20091116;10.1
GVE;20091117;12.1
GVE;20091118;11.4
GVE;20091119;7.8
GVE;20091120;7.2
GVE;20091121;6.0
GVE;20091122;10.1
GVE;20091123;10.1
GVE;20091124;9.7
GVE;20091125;8.3
GVE;20091126;9.3
GVE;20091127;8.5
GVE;20091128;8.2
GVE;20091129;8.3
GVE;20091130;3.3
GVE;20091201;3.6
GVE;20091202;3.0
GVE;20091203;4.6
GVE;20091204;3.9
GVE;20091205;1.9
GVE;20091206;6.2
GVE;20091207;8.8
GVE;20091208;7.1
GVE;20091209;4.5
GVE;20091210;2.4
GVE;20091211;3.4
GVE;20091212;3.5
GVE;20091213;0.9
GVE;20091214;0.0
GVE;20091215;-1.6
GVE;20091216;-2.0
GVE;20091217;-2.2
GVE;20091218;-2.9
GVE;20091219;-5.3
GVE;20091220;-6.7
GVE;20091221;-0.1
GVE;20091222;5.1
GVE;20091223;4.4
GVE;20091224;3.6
GVE;20091225;4.3
GVE;20091226;-1.0
GVE;20091227;0.9
GVE;20091228;1.2
GVE;20091229;5.3
GVE;20091230;8.6
GVE;20091231;6.5
GVE;20100101;4.6
GVE;20100102;-0.9
GVE;20100103;-3.4
GVE;20100104;-2.0
GVE;20100105;-1.3
GVE;20100106;-0.8
GVE;20100107;-3.3
GVE;20100108;-0.6
GVE;20100109;-2.7
GVE;20100110;-4.6
GVE;20100111;-3.2
GVE;20100112;-2.5
GVE;20100113;-0.8
GVE;20100114;1.3
GVE;20100115;1.4
GVE;20100116;1.9
GVE;20100117;4.5
GVE;20100118;1.3
GVE;20100119;-0.8
GVE;20100120;0.1
GVE;20100121;0.5
GVE;20100122;1.4
GVE;20100123;0.7
GVE;20100124;-0.1
GVE;20100125;2.5
GVE;20100126;1.5
GVE;20100127;-2.3
GVE;20100128;-1.1
GVE;20100129;0.2
GVE;20100130;0.3
GVE;20100131;-3.7
GVE;20100201;-4.3
GVE;20100202;-0.6
GVE;20100203;3.0
GVE;20100204;1.1
GVE;20100205;1.8
GVE;20100206;1.1
GVE;20100207;3.1
GVE;20100208;1.8
GVE;20100209;0.4
GVE;20100210;-1.8
GVE;20100211;-4.6
GVE;20100212;-3.7
GVE;20100213;-3.0
GVE;20100214;-2.4
GVE;20100215;-2.2
GVE;20100216;-2.1
GVE;20100217;2.1
GVE;20100218;5.5
GVE;20100219;3.7
GVE;20100220;1.7
GVE;20100221;4.9
GVE;20100222;8.5
GVE;20100223;7.5
GVE;20100224;6.7
GVE;20100225;7.5
GVE;20100226;6.9
GVE;20100227;4.6
GVE;20100228;8.7
GVE;20100301;6.0
GVE;20100302;7.3
GVE;20100303;4.5
GVE;20100304;3.5
GVE;20100305;1.2
GVE;20100306;-0.5
GVE;20100307;-1.5
GVE;20100308;-1.4
GVE;20100309;-2.9
GVE;20100310;-1.2
GVE;20100311;-1.6
GVE;20100312;-0.7
GVE;20100313;1.1
GVE;20100314;2.5
GVE;20100315;4.3
GVE;20100316;4.5
GVE;20100317;7.0
GVE;20100318;9.9
GVE;20100319;12.9
GVE;20100320;12.4
GVE;20100321;11.7
GVE;20100322;10.4
GVE;20100323;9.9
GVE;20100324;10.3
GVE;20100325;13.4
GVE;20100326;8.2
GVE;20100327;7.0
GVE;20100328;9.0
GVE;20100329;11.5
GVE;20100330;7.3
GVE;20100331;7.1
GVE;20100401;4.8
GVE;20100402;7.4
GVE;20100403;9.6
GVE;20100404;7.5
GVE;20100405;6.8
GVE;20100406;7.5
GVE;20100407;9.1
GVE;20100408;9.8
GVE;20100409;12.1
GVE;20100410;10.5
GVE;20100411;8.7
GVE;20100412;6.8
GVE;20100413;7.0
GVE;20100414;7.4
GVE;20100415;7.8
GVE;20100416;8.8
GVE;20100417;9.8
GVE;20100418;11.7
GVE;20100419;12.9
GVE;20100420;12.5
GVE;20100421;13.5
GVE;20100422;12.4
GVE;20100423;13.2
GVE;20100424;14.6
GVE;20100425;16.2
GVE;20100426;15.6
GVE;20100427;14.9
GVE;20100428;15.8
GVE;20100429;18.9
GVE;20100430;17.7
GVE;20100501;13.7
GVE;20100502;11.0
GVE;20100503;10.4
GVE;20100504;10.7
GVE;20100505;8.9
GVE;20100506;8.4
GVE;20100507;9.9
GVE;20100508;12.1
GVE;20100509;11.1
GVE;20100510;14.0
GVE;20100511;11.8
GVE;20100512;11.6
GVE;20100513;10.5
GVE;20100514;10.7
GVE;20100515;9.7
GVE;20100516;9.9
GVE;20100517;10.8
GVE;20100518;11.5
GVE;20100519;11.6
GVE;20100520;12.4
GVE;20100521;14.3
GVE;20100522;15.8
GVE;20100523;17.1
GVE;20100524;19.1
GVE;20100525;21.4
GVE;20100526;18.2
GVE;20100527;15.0
GVE;20100528;16.2
GVE;20100529;17.1
GVE;20100530;15.3
GVE;20100531;13.9
GVE;20100601;13.1
GVE;20100602;14.8
GVE;20100603;15.8
GVE;20100604;17.2
GVE;20100605;20.2
GVE;20100606;21.3
GVE;20100607;18.7
GVE;20100608;17.6
GVE;20100609;19.6
GVE;20100610;22.7
GVE;20100611;19.9
GVE;20100612;17.4
GVE;20100613;19.0
GVE;20100614;16.7
GVE;20100615;17.2
GVE;20100616;16.1
GVE;20100617;14.8
GVE;20100618;15.8
GVE;20100619;13.5
GVE;20100620;12.0
GVE;20100621;14.2
GVE;20100622;14.9
GVE;20100623;16.1
GVE;20100624;18.0
GVE;20100625;19.0
GVE;20100626;19.5
GVE;20100627;21.2
GVE;20100628;21.7
GVE;20100629;19.6
GVE;20100630;21.7
GVE;20100701;22.7
GVE;20100702;24.6
GVE;20100703;24.1
GVE;20100704;23.5
GVE;20100705;23.3
GVE;20100706;22.1
GVE;20100707;21.5
GVE;20100708;23.9
GVE;20100709;25.7
GVE;20100710;25.3
GVE;20100711;24.9
GVE;20100712;24.4
GVE;20100713;24.9
GVE;20100714;26.8
GVE;20100715;24.4
GVE;20100716;25.1
GVE;20100717;21.1
GVE;20100718;20.9
GVE;20100719;22.0
GVE;20100720;24.2
GVE;20100721;25.6
GVE;20100722;20.2
GVE;20100723;17.7
GVE;20100724;16.4
GVE;20100725;17.5
GVE;20100726;18.9
GVE;20100727;19.5
GVE;20100728;19.3
GVE;20100729;18.9
GVE;20100730;17.5
GVE;20100731;19.2
GVE;20100801;21.9
GVE;20100802;18.3
GVE;20100803;18.8
GVE;20100804;18.6
GVE;20100805;14.8
GVE;20100806;16.1
GVE;20100807;17.1
GVE;20100808;20.0
GVE;20100809;20.3
GVE;20100810;22.3
GVE;20100811;21.9
GVE;20100812;20.1
GVE;20100813;18.7
GVE;20100814;16.9
GVE;20100815;14.5
GVE;20100816;13.6
GVE;20100817;17.6
GVE;20100818;17.9
GVE;20100819;20.8
GVE;20100820;20.3
GVE;20100821;21.7
GVE;20100822;22.5
GVE;20100823;22.4
GVE;20100824;20.6
GVE;20100825;18.3
GVE;20100826;24.0
GVE;20100827;20.8
GVE;20100828;16.6
GVE;20100829;14.4
GVE;20100830;14.0
GVE;20100831;14.5
GVE;20100901;14.1
GVE;20100902;14.4
GVE;20100903;16.5
GVE;20100904;17.8
GVE;20100905;16.9
GVE;20100906;16.5
GVE;20100907;16.5
GVE;20100908;16.1
GVE;20100909;14.9
GVE;20100910;15.2
GVE;20100911;15.5
GVE;20100912;17.5
GVE;20100913;15.5
GVE;20100914;13.8
GVE;20100915;15.6
GVE;20100916;17.0
GVE;20100917;14.9
GVE;20100918;12.9
GVE;20100919;12.1
GVE;20100920;13.7
GVE;20100921;14.8
GVE;20100922;15.6
GVE;20100923;17.7
GVE;20100924;14.5
GVE;20100925;11.1
GVE;20100926;9.6
GVE;20100927;8.8
GVE;20100928;8.7
GVE;20100929;10.2
GVE;20100930;12.8
GVE;20101001;12.8
GVE;20101002;15.5
GVE;20101003;14.8
GVE;20101004;14.4
GVE;20101005;15.0
GVE;20101006;13.7
GVE;20101007;14.5
GVE;20101008;14.0
GVE;20101009;14.1
GVE;20101010;13.8
GVE;20101011;11.6
GVE;20101012;10.5
GVE;20101013;11.6
GVE;20101014;10.4
GVE;20101015;10.2
GVE;20101016;7.9
GVE;20101017;8.3
GVE;20101018;8.1
GVE;20101019;6.3
GVE;20101020;7.9
GVE;20101021;3.9
GVE;20101022;5.7
GVE;20101023;12.2
GVE;20101024;7.6
GVE;20101025;6.8
GVE;20101026;6.3
GVE;20101027;3.9
GVE;20101028;5.6
GVE;20101029;6.7
GVE;20101030;9.4
GVE;20101031;9.2
GVE;20101101;9.6
GVE;20101102;9.3
GVE;20101103;10.3
GVE;20101104;11.1
GVE;20101105;10.6
GVE;20101106;10.7
GVE;20101107;8.8
GVE;20101108;5.5
GVE;20101109;7.7
GVE;20101110;7.6
GVE;20101111;6.2
GVE;20101112;12.2
GVE;20101113;13.4
GVE;20101114;14.1
GVE;20101115;8.8
GVE;20101116;6.0
GVE;20101117;5.3
GVE;20101118;6.0
GVE;20101119;5.9
GVE;20101120;5.2
GVE;20101121;5.2
GVE;20101122;5.5
GVE;20101123;4.3
GVE;20101124;3.7
GVE;20101125;2.2
GVE;20101126;-0.1
GVE;20101127;-3.3
GVE;20101128;0.5
GVE;20101129;0.0
GVE;20101130;-4.0
GVE;20101201;-0.8
GVE;20101202;-3.7
GVE;20101203;-4.3
GVE;20101204;-5.2
GVE;20101205;-1.3
GVE;20101206;4.5
GVE;20101207;8.6
GVE;20101208;9.8
GVE;20101209;3.4
GVE;20101210;-1.1
GVE;20101211;-0.5
GVE;20101212;0.3
GVE;20101213;-0.6
GVE;20101214;-3.3
GVE;20101215;-2.5
GVE;20101216;-3.5
GVE;20101217;-0.9
GVE;20101218;-4.7
GVE;20101219;1.9
GVE;20101220;7.5
GVE;20101221;3.0
GVE;20101222;4.3
GVE;20101223;4.3
GVE;20101224;0.7
GVE;20101225;-1.8
GVE;20101226;-2.4
GVE;20101227;-5.0
GVE;20101228;-1.8
GVE;20101229;0.2
GVE;20101230;1.4
GVE;20101231;2.0
GVE;20110101;1.9
GVE;20110102;1.7
GVE;20110103;-1.0
GVE;20110104;-1.2
GVE;20110105;0.5
GVE;20110106;6.7
GVE;20110107;9.0
GVE;20110108;11.3
GVE;20110109;7.6
GVE;20110110;5.4
GVE;20110111;4.2
GVE;20110112;5.2
GVE;20110113;8.7
GVE;20110114;8.7
GVE;20110115;6.6
GVE;20110116;2.5
GVE;20110117;2.7
GVE;20110118;2.1
GVE;20110119;2.4
GVE;20110120;0.4
GVE;20110121;0.0
GVE;20110122;-1.7
GVE;20110123;-2.0
GVE;20110124;-2.9
GVE;20110125;-0.3
GVE;20110126;0.7
GVE;20110127;0.8
GVE;20110128;0.8
GVE;20110129;-0.5
GVE;20110130;-1.0
GVE;20110131;-0.9
GVE;20110201;-0.9
GVE;20110202;-1.1
GVE;20110203;-1.9
GVE;20110204;2.7
GVE;20110205;2.5
GVE;20110206;1.6
GVE;20110207;1.9
GVE;20110208;2.4
GVE;20110209;1.7
GVE;20110210;1.7
GVE;20110211;4.6
GVE;20110212;3.3
GVE;20110213;5.2
GVE;20110214;5.6
GVE;20110215;4.8
GVE;20110216;3.9
GVE;20110217;4.1
GVE;20110218;2.5
GVE;20110219;3.4
GVE;20110220;5.4
GVE;20110221;5.1
GVE;20110222;3.6
GVE;20110223;1.5
GVE;20110224;2.9
GVE;20110225;5.2
GVE;20110226;5.5
GVE;20110227;5.1
GVE;20110228;4.6
GVE;20110301;5.2
GVE;20110302;2.1
GVE;20110303;1.7
GVE;20110304;1.7
GVE;20110305;2.6
GVE;20110306;3.3
GVE;20110307;2.5
GVE;20110308;5.8
GVE;20110309;5.2
GVE;20110310;8.3
GVE;20110311;7.4
GVE;20110312;6.8
GVE;20110313;9.3
GVE;20110314;10.0
GVE;20110315;8.7
GVE;20110316;10.5
GVE;20110317;8.9
GVE;20110318;8.6
GVE;20110319;7.6
GVE;20110320;6.3
GVE;20110321;6.8
GVE;20110322;5.9
GVE;20110323;7.7
GVE;20110324;8.9
GVE;20110325;11.4
GVE;20110326;10.2
GVE;20110327;9.1
GVE;20110328;9.6
GVE;20110329;9.7
GVE;20110330;11.0
GVE;20110331;11.8
GVE;20110401;12.0
GVE;20110402;13.3
GVE;20110403;16.4
GVE;20110404;10.5
GVE;20110405;9.7
GVE;20110406;13.2
GVE;20110407;15.6
GVE;20110408;16.4
GVE;20110409;15.9
GVE;20110410;15.4
GVE;20110411;15.0
GVE;20110412;12.1
GVE;20110413;8.8
GVE;20110414;10.0
GVE;20110415;9.8
GVE;20110416;9.1
GVE;20110417;10.3
GVE;20110418;12.2
GVE;20110419;13.1
GVE;20110420;15.1
GVE;20110421;15.0
GVE;20110422;15.2
GVE;20110423;15.5
GVE;20110424;15.4
GVE;20110425;17.0
GVE;20110426;15.8
GVE;20110427;11.9
GVE;20110428;10.9
GVE;20110429;12.0
GVE;20110430;12.6
GVE;20110501;13.2
GVE;20110502;14.7
GVE;20110503;11.3
GVE;20110504;11.3
GVE;20110505;12.0
GVE;20110506;16.1
GVE;20110507;17.3
GVE;20110508;18.5
GVE;20110509;18.9
GVE;20110510;18.7
GVE;20110511;18.2
GVE;20110512;16.3
GVE;20110513;16.4
GVE;20110514;14.6
GVE;20110515;10.6
GVE;20110516;11.7
GVE;20110517;13.3
GVE;20110518;16.9
GVE;20110519;18.2
GVE;20110520;17.0
GVE;20110521;17.8
GVE;20110522;19.6
GVE;20110523;19.1
GVE;20110524;20.3
GVE;20110525;18.8
GVE;20110526;20.7
GVE;20110527;15.3
GVE;20110528;14.5
GVE;20110529;17.2
GVE;20110530;20.7
GVE;20110531;14.6
GVE;20110601;11.0
GVE;20110602;14.2
GVE;20110603;17.9
GVE;20110604;18.4
GVE;20110605;17.5
GVE;20110606;17.8
GVE;20110607;16.1
GVE;20110608;13.5
GVE;20110609;13.7
GVE;20110610;14.4
GVE;20110611;15.6
GVE;20110612;17.1
GVE;20110613;18.2
GVE;20110614;19.3
GVE;20110615;20.3
GVE;20110616;18.5
GVE;20110617;17.7
GVE;20110618;15.1
GVE;20110619;15.0
GVE;20110620;19.1
GVE;20110621;21.6
GVE;20110622;19.2
GVE;20110623;17.6
GVE;20110624;16.9
GVE;20110625;17.9
GVE;20110626;21.1
GVE;20110627;24.4
GVE;20110628;24.9
GVE;20110629;21.5
GVE;20110630;18.9
GVE;20110701;17.3
GVE;20110702;17.3
GVE;20110703;17.5
GVE;20110704;19.3
GVE;20110705;21.8
GVE;20110706;22.2
GVE;20110707;21.1
GVE;20110708;18.6
GVE;20110709;22.4
GVE;20110710;19.3
GVE;20110711;21.7
GVE;20110712;22.9
GVE;20110713;18.2
GVE;20110714;17.1
GVE;20110715;16.9
GVE;20110716;19.7
GVE;20110717;16.2
GVE;20110718;15.6
GVE;20110719;12.8
GVE;20110720;14.0
GVE;20110721;15.4
GVE;20110722;17.1
GVE;20110723;16.1
GVE;20110724;13.1
GVE;20110725;14.0
GVE;20110726;15.9
GVE;20110727;17.2
GVE;20110728;17.0
GVE;20110729;18.0
GVE;20110730;18.4
GVE;20110731;17.8
GVE;20110801;18.8
GVE;20110802;21.3
GVE;20110803;22.0
GVE;20110804;21.5
GVE;20110805;20.5
GVE;20110806;20.1
GVE;20110807;20.2
GVE;20110808;18.2
GVE;20110809;16.1
GVE;20110810;15.5
GVE;20110811;18.5
GVE;20110812;18.8
GVE;20110813;21.1
GVE;20110814;20.9
GVE;20110815;20.7
GVE;20110816;20.3
GVE;20110817;21.7
GVE;20110818;23.9
GVE;20110819;24.8
GVE;20110820;24.5
GVE;20110821;24.1
GVE;20110822;25.3
GVE;20110823;25.3
GVE;20110824;22.4
GVE;20110825;22.3
GVE;20110826;18.8
GVE;20110827;13.3
GVE;20110828;14.6
GVE;20110829;16.3
GVE;20110830;16.2
GVE;20110831;19.5
GVE;20110901;19.4
GVE;20110902;20.9
GVE;20110903;19.6
GVE;20110904;18.9
GVE;20110905;17.1
GVE;20110906;16.3
GVE;20110907;18.0
GVE;20110908;19.6
GVE;20110909;20.2
GVE;20110910;21.9
GVE;20110911;21.0
GVE;20110912;18.8
GVE;20110913;19.0
GVE;20110914;19.1
GVE;20110915;16.9
GVE;20110916;19.2
GVE;20110917;18.7
GVE;20110918;12.8
GVE;20110919;10.9
GVE;20110920;12.1
GVE;20110921;13.4
GVE;20110922;15.0
GVE;20110923;14.3
GVE;20110924;15.2
GVE;20110925;16.9
GVE;20110926;16.6
GVE;20110927;16.2
GVE;20110928;16.5
GVE;20110929;16.3
GVE;20110930;15.8
GVE;20111001;15.4
GVE;20111002;15.5
GVE;20111003;15.9
GVE;20111004;15.4
GVE;20111005;14.4
GVE;20111006;14.9
GVE;20111007;10.3
GVE;20111008;8.0
GVE;20111009;9.0
GVE;20111010;13.2
GVE;20111011;13.3
GVE;20111012;12.9
GVE;20111013;14.3
GVE;20111014;12.3
GVE;20111015;10.6
GVE;20111016;10.8
GVE;20111017;10.0
GVE;20111018;11.6
GVE;20111019;10.1
GVE;20111020;6.4
GVE;20111021;5.5
GVE;20111022;4.8
GVE;20111023;6.2
GVE;20111024;8.0
GVE;20111025;9.5
GVE;20111026;8.4
GVE;20111027;8.2
GVE;20111028;10.1
GVE;20111029;11.6
GVE;20111030;12.6
GVE;20111031;12.0
GVE;20111101;12.4
GVE;20111102;11.3
GVE;20111103;10.5
GVE;20111104;10.6
GVE;20111105;10.3
GVE;20111106;9.6
GVE;20111107;10.7
GVE;20111108;10.7
GVE;20111109;9.6
GVE;20111110;8.5
GVE;20111111;8.2
GVE;20111112;7.4
GVE;20111113;7.5
GVE;20111114;6.0
GVE;20111115;5.3
GVE;20111116;4.1
GVE;20111117;2.8
GVE;20111118;2.7
GVE;20111119;3.8
GVE;20111120;5.1
GVE;20111121;3.5
GVE;20111122;3.8
GVE;20111123;3.4
GVE;20111124;4.0
GVE;20111125;2.4
GVE;20111126;2.5
GVE;20111127;2.4
GVE;20111128;3.5
GVE;20111129;6.4
GVE;20111130;6.6
GVE;20111201;7.1
GVE;20111202;9.7
GVE;20111203;7.1
GVE;20111204;9.1
GVE;20111205;7.3
GVE;20111206;5.0
GVE;20111207;7.0
GVE;20111208;5.8
GVE;20111209;6.5
GVE;20111210;7.9
GVE;20111211;4.7
GVE;20111212;5.0
GVE;20111213;3.8
GVE;20111214;7.9
GVE;20111215;6.1
GVE;20111216;7.0
GVE;20111217;2.4
GVE;20111218;0.8
GVE;20111219;-1.4
GVE;20111220;-0.3
GVE;20111221;1.6
GVE;20111222;4.0
GVE;20111223;4.7
GVE;20111224;3.5
GVE;20111225;-0.5
GVE;20111226;-0.7
GVE;20111227;-0.3
GVE;20111228;-0.7
GVE;20111229;2.9
GVE;20111230;2.1
GVE;20111231;3.8
GVE;20120101;7.5
GVE;20120102;7.0
GVE;20120103;3.4
GVE;20120104;5.3
GVE;20120105;4.7
GVE;20120106;1.9
GVE;20120107;0.5
GVE;20120108;4.2
GVE;20120109;2.8
GVE;20120110;2.8
GVE;20120111;2.5
GVE;20120112;1.5
GVE;20120113;0.5
GVE;20120114;2.1
GVE;20120115;-0.7
GVE;20120116;-2.8
GVE;20120117;-3.3
GVE;20120118;-1.6
GVE;20120119;4.2
GVE;20120120;5.6
GVE;20120121;5.0
GVE;20120122;7.4
GVE;20120123;5.1
GVE;20120124;4.6
GVE;20120125;4.3
GVE;20120126;5.1
GVE;20120127;5.0
GVE;20120128;3.0
GVE;20120129;2.1
GVE;20120130;1.3
GVE;20120131;-0.5
GVE;20120201;-2.5
GVE;20120202;-5.5
GVE;20120203;-8.1
GVE;20120204;-8.8
GVE;20120205;-9.2
GVE;20120206;-8.3
GVE;20120207;-9.1
GVE;20120208;-7.6
GVE;20120209;-5.5
GVE;20120210;-6.0
GVE;20120211;-7.5
GVE;20120212;-6.8
GVE;20120213;-5.7
GVE;20120214;-2.3
GVE;20120215;0.5
GVE;20120216;2.3
GVE;20120217;1.1
GVE;20120218;0.6
GVE;20120219;3.6
GVE;20120220;1.2
GVE;20120221;-0.7
GVE;20120222;-0.6
GVE;20120223;0.8
GVE;20120224;3.5
GVE;20120225;4.4
GVE;20120226;4.6
GVE;20120227;2.6
GVE;20120228;3.5
GVE;20120229;5.4
GVE;20120301;5.9
GVE;20120302;7.2
GVE;20120303;9.0
GVE;20120304;7.6
GVE;20120305;4.9
GVE;20120306;4.2
GVE;20120307;4.7
GVE;20120308;5.6
GVE;20120309;5.2
GVE;20120310;5.2
GVE;20120311;8.6
GVE;20120312;9.7
GVE;20120313;9.6
GVE;20120314;8.3
GVE;20120315;8.4
GVE;20120316;10.9
GVE;20120317;11.4
GVE;20120318;7.0
GVE;20120319;5.0
GVE;20120320;6.6
GVE;20120321;8.8
GVE;20120322;9.3
GVE;20120323;10.3
GVE;20120324;10.7
GVE;20120325;11.6
GVE;20120326;11.0
GVE;20120327;11.2
GVE;20120328;11.0
GVE;20120329;12.5
GVE;20120330;12.8
GVE;20120331;11.5
GVE;20120401;9.6
GVE;20120402;11.1
GVE;20120403;14.0
GVE;20120404;11.4
GVE;20120405;10.9
GVE;20120406;11.7
GVE;20120407;9.5
GVE;20120408;6.1
