 

stn;time;rka150d0
GVE;20081221;0.0
GVE;20081222;0.0
GVE;20081223;0.0
GVE;20081224;0.0
GVE;20081225;0.0
GVE;20081226;0.0
GVE;20081227;0.0
GVE;20081228;0.0
GVE;20081229;0.0
GVE;20081230;12.2
GVE;20081231;40.3
GVE;20090101;0.0
GVE;20090102;0.0
GVE;20090103;0.0
GVE;20090104;0.0
GVE;20090105;0.0
GVE;20090106;0.0
GVE;20090107;0.0
GVE;20090108;0.0
GVE;20090109;0.0
GVE;20090110;0.0
GVE;20090111;0.0
GVE;20090112;0.0
GVE;20090113;0.0
GVE;20090114;0.0
GVE;20090115;0.0
GVE;20090116;0.0
GVE;20090117;0.0
GVE;20090118;6.5
GVE;20090119;20.1
GVE;20090120;6.4
GVE;20090121;0.0
GVE;20090122;0.0
GVE;20090123;22.5
GVE;20090124;12.2
GVE;20090125;0.0
GVE;20090126;0.0
GVE;20090127;0.0
GVE;20090128;0.0
GVE;20090129;0.0
GVE;20090130;0.0
GVE;20090131;0.0
GVE;20090201;3.9
GVE;20090202;0.0
GVE;20090203;0.0
GVE;20090204;0.0
GVE;20090205;3.1
GVE;20090206;24.0
GVE;20090207;9.4
GVE;20090208;0.1
GVE;20090209;2.1
GVE;20090210;3.1
GVE;20090211;0.7
GVE;20090212;1.5
GVE;20090213;0.0
GVE;20090214;0.0
GVE;20090215;0.0
GVE;20090216;0.0
GVE;20090217;1.1
GVE;20090218;0.1
GVE;20090219;0.0
GVE;20090220;0.0
GVE;20090221;0.0
GVE;20090222;6.0
GVE;20090223;0.5
GVE;20090224;0.0
GVE;20090225;0.0
GVE;20090226;0.0
GVE;20090227;0.0
GVE;20090228;0.0
GVE;20090301;0.1
GVE;20090302;5.4
GVE;20090303;0.0
GVE;20090304;9.8
GVE;20090305;2.0
GVE;20090306;0.8
GVE;20090307;0.0
GVE;20090308;2.7
GVE;20090309;1.5
GVE;20090310;7.9
GVE;20090311;3.8
GVE;20090312;0.0
GVE;20090313;0.0
GVE;20090314;0.0
GVE;20090315;0.0
GVE;20090316;0.0
GVE;20090317;0.0
GVE;20090318;0.0
GVE;20090319;0.0
GVE;20090320;0.0
GVE;20090321;0.0
GVE;20090322;0.0
GVE;20090323;0.0
GVE;20090324;1.3
GVE;20090325;3.2
GVE;20090326;1.5
GVE;20090327;0.0
GVE;20090328;5.2
GVE;20090329;4.4
GVE;20090330;0.0
GVE;20090331;0.0
GVE;20090401;0.0
GVE;20090402;0.0
GVE;20090403;0.0
GVE;20090404;0.0
GVE;20090405;0.0
GVE;20090406;0.0
GVE;20090407;0.2
GVE;20090408;0.0
GVE;20090409;0.0
GVE;20090410;0.0
GVE;20090411;0.0
GVE;20090412;0.0
GVE;20090413;0.0
GVE;20090414;0.0
GVE;20090415;0.0
GVE;20090416;9.6
GVE;20090417;0.6
GVE;20090418;0.0
GVE;20090419;0.0
GVE;20090420;0.0
GVE;20090421;0.0
GVE;20090422;0.0
GVE;20090423;0.0
GVE;20090424;0.0
GVE;20090425;0.0
GVE;20090426;0.6
GVE;20090427;7.9
GVE;20090428;8.7
GVE;20090429;8.4
GVE;20090430;0.0
GVE;20090501;0.0
GVE;20090502;0.0
GVE;20090503;0.2
GVE;20090504;0.1
GVE;20090505;0.0
GVE;20090506;0.0
GVE;20090507;0.3
GVE;20090508;0.9
GVE;20090509;0.1
GVE;20090510;0.0
GVE;20090511;0.3
GVE;20090512;1.8
GVE;20090513;0.1
GVE;20090514;3.2
GVE;20090515;9.9
GVE;20090516;0.1
GVE;20090517;2.1
GVE;20090518;1.6
GVE;20090519;0.0
GVE;20090520;0.0
GVE;20090521;0.0
GVE;20090522;0.0
GVE;20090523;0.0
GVE;20090524;0.0
GVE;20090525;0.0
GVE;20090526;8.2
GVE;20090527;0.0
GVE;20090528;0.0
GVE;20090529;0.0
GVE;20090530;0.0
GVE;20090531;0.0
GVE;20090601;0.0
GVE;20090602;0.0
GVE;20090603;0.0
GVE;20090604;0.0
GVE;20090605;5.9
GVE;20090606;44.7
GVE;20090607;2.3
GVE;20090608;7.1
GVE;20090609;10.2
GVE;20090610;-
GVE;20090611;-
GVE;20090612;0.0
GVE;20090613;0.0
GVE;20090614;1.2
GVE;20090615;14.1
GVE;20090616;0.0
GVE;20090617;0.0
GVE;20090618;0.0
GVE;20090619;2.4
GVE;20090620;0.0
GVE;20090621;0.0
GVE;20090622;0.0
GVE;20090623;0.0
GVE;20090624;0.0
GVE;20090625;0.0
GVE;20090626;3.5
GVE;20090627;0.1
GVE;20090628;0.0
GVE;20090629;0.0
GVE;20090630;0.0
GVE;20090701;0.4
GVE;20090702;0.0
GVE;20090703;0.2
GVE;20090704;0.0
GVE;20090705;2.6
GVE;20090706;0.0
GVE;20090707;16.0
GVE;20090708;4.2
GVE;20090709;0.0
GVE;20090710;0.0
GVE;20090711;0.0
GVE;20090712;0.0
GVE;20090713;0.0
GVE;20090714;0.1
GVE;20090715;4.0
GVE;20090716;5.1
GVE;20090717;44.3
GVE;20090718;4.8
GVE;20090719;0.0
GVE;20090720;0.0
GVE;20090721;0.0
GVE;20090722;0.2
GVE;20090723;1.3
GVE;20090724;0.1
GVE;20090725;0.0
GVE;20090726;0.0
GVE;20090727;0.6
GVE;20090728;0.1
GVE;20090729;0.0
GVE;20090730;0.0
GVE;20090731;0.0
GVE;20090801;0.0
GVE;20090802;5.1
GVE;20090803;0.0
GVE;20090804;0.0
GVE;20090805;0.0
GVE;20090806;0.0
GVE;20090807;0.2
GVE;20090808;1.5
GVE;20090809;20.7
GVE;20090810;0.8
GVE;20090811;0.1
GVE;20090812;0.0
GVE;20090813;0.0
GVE;20090814;0.0
GVE;20090815;0.0
GVE;20090816;0.0
GVE;20090817;0.0
GVE;20090818;0.0
GVE;20090819;0.0
GVE;20090820;0.0
GVE;20090821;2.0
GVE;20090822;0.0
GVE;20090823;0.0
GVE;20090824;5.3
GVE;20090825;27.2
GVE;20090826;3.6
GVE;20090827;0.0
GVE;20090828;0.0
GVE;20090829;0.0
GVE;20090830;0.0
GVE;20090831;0.0
GVE;20090901;13.4
GVE;20090902;13.1
GVE;20090903;9.8
GVE;20090904;2.0
GVE;20090905;0.0
GVE;20090906;0.0
GVE;20090907;0.0
GVE;20090908;0.0
GVE;20090909;0.0
GVE;20090910;0.0
GVE;20090911;0.0
GVE;20090912;0.0
GVE;20090913;0.0
GVE;20090914;0.0
GVE;20090915;0.2
GVE;20090916;0.9
GVE;20090917;0.0
GVE;20090918;0.0
GVE;20090919;19.7
GVE;20090920;2.0
GVE;20090921;0.0
GVE;20090922;0.0
GVE;20090923;0.0
GVE;20090924;0.0
GVE;20090925;0.0
GVE;20090926;0.0
GVE;20090927;0.6
GVE;20090928;0.0
GVE;20090929;0.0
GVE;20090930;0.0
GVE;20091001;0.0
GVE;20091002;0.0
GVE;20091003;0.0
GVE;20091004;0.0
GVE;20091005;0.1
GVE;20091006;0.0
GVE;20091007;0.0
GVE;20091008;16.2
GVE;20091009;0.0
GVE;20091010;7.1
GVE;20091011;0.3
GVE;20091012;1.6
GVE;20091013;0.0
GVE;20091014;0.0
GVE;20091015;0.0
GVE;20091016;0.0
GVE;20091017;0.0
GVE;20091018;0.0
GVE;20091019;0.0
GVE;20091020;0.0
GVE;20091021;5.3
GVE;20091022;1.8
GVE;20091023;6.0
GVE;20091024;0.0
GVE;20091025;0.0
GVE;20091026;0.0
GVE;20091027;0.0
GVE;20091028;0.0
GVE;20091029;0.0
GVE;20091030;0.0
GVE;20091031;0.0
GVE;20091101;1.5
GVE;20091102;21.8
GVE;20091103;6.4
GVE;20091104;10.6
GVE;20091105;0.7
GVE;20091106;0.1
GVE;20091107;6.4
GVE;20091108;0.0
GVE;20091109;0.4
GVE;20091110;1.3
GVE;20091111;0.0
GVE;20091112;6.7
GVE;20091113;0.2
GVE;20091114;9.8
GVE;20091115;2.9
GVE;20091116;2.7
GVE;20091117;0.3
GVE;20091118;7.4
GVE;20091119;0.0
GVE;20091120;0.1
GVE;20091121;0.2
GVE;20091122;6.4
GVE;20091123;7.9
GVE;20091124;14.6
GVE;20091125;0.0
GVE;20091126;5.2
GVE;20091127;0.4
GVE;20091128;0.0
GVE;20091129;11.9
GVE;20091130;23.1
GVE;20091201;0.7
GVE;20091202;0.0
GVE;20091203;3.0
GVE;20091204;0.0
GVE;20091205;0.3
GVE;20091206;6.9
GVE;20091207;28.3
GVE;20091208;2.9
GVE;20091209;0.0
GVE;20091210;0.0
GVE;20091211;0.0
GVE;20091212;0.0
GVE;20091213;0.4
GVE;20091214;0.0
GVE;20091215;0.0
GVE;20091216;0.0
GVE;20091217;0.1
GVE;20091218;3.2
GVE;20091219;0.0
GVE;20091220;2.1
GVE;20091221;4.3
GVE;20091222;24.6
GVE;20091223;15.8
GVE;20091224;24.7
GVE;20091225;2.7
GVE;20091226;0.0
GVE;20091227;0.1
GVE;20091228;8.2
GVE;20091229;6.9
GVE;20091230;15.0
GVE;20091231;5.2
GVE;20100101;8.3
GVE;20100102;0.0
GVE;20100103;0.0
GVE;20100104;3.7
GVE;20100105;0.8
GVE;20100106;0.1
GVE;20100107;0.0
GVE;20100108;1.0
GVE;20100109;2.3
GVE;20100110;3.8
GVE;20100111;0.0
GVE;20100112;1.2
GVE;20100113;10.2
GVE;20100114;0.2
GVE;20100115;0.0
GVE;20100116;6.5
GVE;20100117;2.3
GVE;20100118;0.0
GVE;20100119;0.0
GVE;20100120;2.8
GVE;20100121;0.0
GVE;20100122;0.0
GVE;20100123;0.0
GVE;20100124;0.1
GVE;20100125;1.0
GVE;20100126;0.0
GVE;20100127;0.0
GVE;20100128;0.0
GVE;20100129;2.8
GVE;20100130;0.0
GVE;20100131;0.0
GVE;20100201;0.1
GVE;20100202;0.0
GVE;20100203;0.0
GVE;20100204;0.1
GVE;20100205;27.9
GVE;20100206;3.4
GVE;20100207;0.0
GVE;20100208;0.0
GVE;20100209;7.8
GVE;20100210;0.9
GVE;20100211;0.0
GVE;20100212;0.4
GVE;20100213;0.0
GVE;20100214;0.0
GVE;20100215;0.0
GVE;20100216;0.0
GVE;20100217;3.5
GVE;20100218;2.9
GVE;20100219;13.5
GVE;20100220;0.0
GVE;20100221;0.3
GVE;20100222;1.6
GVE;20100223;6.2
GVE;20100224;3.7
GVE;20100225;6.1
GVE;20100226;11.4
GVE;20100227;1.9
GVE;20100228;4.8
GVE;20100301;0.1
GVE;20100302;0.0
GVE;20100303;0.7
GVE;20100304;0.0
GVE;20100305;0.0
GVE;20100306;0.0
GVE;20100307;0.0
GVE;20100308;0.0
GVE;20100309;0.0
GVE;20100310;0.0
GVE;20100311;0.6
GVE;20100312;0.0
GVE;20100313;0.0
GVE;20100314;0.0
GVE;20100315;0.0
GVE;20100316;0.0
GVE;20100317;0.0
GVE;20100318;0.0
GVE;20100319;0.0
GVE;20100320;0.2
GVE;20100321;6.5
GVE;20100322;0.0
GVE;20100323;0.0
GVE;20100324;0.0
GVE;20100325;0.0
GVE;20100326;18.8
GVE;20100327;18.1
GVE;20100328;1.1
GVE;20100329;0.0
GVE;20100330;5.8
GVE;20100331;6.1
GVE;20100401;4.2
GVE;20100402;0.0
GVE;20100403;16.4
GVE;20100404;2.3
GVE;20100405;0.0
GVE;20100406;0.0
GVE;20100407;1.2
GVE;20100408;0.0
GVE;20100409;0.0
GVE;20100410;0.0
GVE;20100411;0.0
GVE;20100412;0.1
GVE;20100413;0.0
GVE;20100414;0.0
GVE;20100415;0.0
GVE;20100416;0.0
GVE;20100417;0.0
GVE;20100418;0.0
GVE;20100419;0.0
GVE;20100420;0.0
GVE;20100421;0.0
GVE;20100422;0.0
GVE;20100423;0.0
GVE;20100424;0.0
GVE;20100425;0.0
GVE;20100426;0.0
GVE;20100427;0.0
GVE;20100428;0.0
GVE;20100429;0.0
GVE;20100430;0.2
GVE;20100501;5.9
GVE;20100502;22.7
GVE;20100503;1.8
GVE;20100504;0.0
GVE;20100505;12.5
GVE;20100506;0.0
GVE;20100507;0.0
GVE;20100508;1.7
GVE;20100509;5.0
GVE;20100510;2.7
GVE;20100511;5.6
GVE;20100512;6.2
GVE;20100513;5.9
GVE;20100514;0.0
GVE;20100515;1.1
GVE;20100516;0.0
GVE;20100517;0.0
GVE;20100518;0.0
GVE;20100519;0.0
GVE;20100520;0.0
GVE;20100521;0.0
GVE;20100522;0.0
GVE;20100523;0.0
GVE;20100524;0.0
GVE;20100525;0.0
GVE;20100526;11.1
GVE;20100527;8.4
GVE;20100528;0.0
GVE;20100529;0.0
GVE;20100530;13.5
GVE;20100531;4.7
GVE;20100601;0.5
GVE;20100602;0.5
GVE;20100603;0.0
GVE;20100604;0.0
GVE;20100605;0.0
GVE;20100606;0.3
GVE;20100607;0.0
GVE;20100608;1.7
GVE;20100609;0.0
GVE;20100610;0.9
GVE;20100611;3.5
GVE;20100612;0.2
GVE;20100613;0.0
GVE;20100614;2.4
GVE;20100615;13.0
GVE;20100616;8.7
GVE;20100617;40.2
GVE;20100618;1.8
GVE;20100619;2.4
GVE;20100620;0.2
GVE;20100621;0.0
GVE;20100622;0.0
GVE;20100623;0.0
GVE;20100624;0.0
GVE;20100625;0.0
GVE;20100626;0.0
GVE;20100627;0.0
GVE;20100628;0.0
GVE;20100629;0.9
GVE;20100630;0.0
GVE;20100701;0.0
GVE;20100702;0.0
GVE;20100703;0.0
GVE;20100704;0.0
GVE;20100705;0.0
GVE;20100706;0.0
GVE;20100707;0.0
GVE;20100708;0.0
GVE;20100709;0.0
GVE;20100710;0.1
GVE;20100711;0.0
GVE;20100712;0.1
GVE;20100713;0.0
GVE;20100714;0.0
GVE;20100715;0.0
GVE;20100716;0.0
GVE;20100717;0.0
GVE;20100718;0.0
GVE;20100719;0.0
GVE;20100720;0.0
GVE;20100721;0.1
GVE;20100722;4.1
GVE;20100723;2.6
GVE;20100724;0.0
GVE;20100725;0.0
GVE;20100726;0.0
GVE;20100727;-
GVE;20100728;-
GVE;20100729;-
GVE;20100730;-
GVE;20100731;-
GVE;20100801;-
GVE;20100802;-
GVE;20100803;-
GVE;20100804;0.0
GVE;20100805;9.8
GVE;20100806;0.0
GVE;20100807;0.0
GVE;20100808;0.0
GVE;20100809;0.0
GVE;20100810;0.0
GVE;20100811;0.8
GVE;20100812;3.9
GVE;20100813;0.0
GVE;20100814;12.5
GVE;20100815;9.6
GVE;20100816;1.3
GVE;20100817;0.0
GVE;20100818;0.0
GVE;20100819;0.0
GVE;20100820;13.9
GVE;20100821;0.0
GVE;20100822;0.0
GVE;20100823;9.9
GVE;20100824;13.3
GVE;20100825;0.0
GVE;20100826;0.0
GVE;20100827;9.1
GVE;20100828;1.2
GVE;20100829;0.0
GVE;20100830;0.4
GVE;20100831;0.0
GVE;20100901;0.0
GVE;20100902;0.0
GVE;20100903;0.0
GVE;20100904;0.0
GVE;20100905;0.0
GVE;20100906;0.2
GVE;20100907;14.3
GVE;20100908;2.8
GVE;20100909;0.0
GVE;20100910;0.0
GVE;20100911;0.0
GVE;20100912;0.0
GVE;20100913;0.1
GVE;20100914;0.0
GVE;20100915;2.4
GVE;20100916;0.9
GVE;20100917;1.6
GVE;20100918;0.0
GVE;20100919;0.0
GVE;20100920;0.0
GVE;20100921;0.0
GVE;20100922;0.0
GVE;20100923;0.0
GVE;20100924;5.3
GVE;20100925;7.6
GVE;20100926;0.0
GVE;20100927;0.0
GVE;20100928;0.0
GVE;20100929;0.0
GVE;20100930;1.0
GVE;20101001;0.0
GVE;20101002;0.0
GVE;20101003;0.0
GVE;20101004;4.2
GVE;20101005;0.0
GVE;20101006;0.0
GVE;20101007;0.0
GVE;20101008;0.0
GVE;20101009;0.0
GVE;20101010;0.0
GVE;20101011;0.0
GVE;20101012;0.0
GVE;20101013;0.0
GVE;20101014;0.0
GVE;20101015;0.0
GVE;20101016;2.7
GVE;20101017;0.2
GVE;20101018;0.0
GVE;20101019;0.9
GVE;20101020;3.4
GVE;20101021;0.0
GVE;20101022;0.0
GVE;20101023;0.3
GVE;20101024;17.1
GVE;20101025;0.6
GVE;20101026;0.0
GVE;20101027;0.0
GVE;20101028;0.0
GVE;20101029;0.0
GVE;20101030;0.7
GVE;20101031;0.9
GVE;20101101;0.1
GVE;20101102;0.0
GVE;20101103;0.0
GVE;20101104;0.0
GVE;20101105;0.0
GVE;20101106;0.0
GVE;20101107;4.0
GVE;20101108;3.8
GVE;20101109;1.9
GVE;20101110;3.1
GVE;20101111;9.9
GVE;20101112;10.7
GVE;20101113;0.0
GVE;20101114;0.0
GVE;20101115;24.4
GVE;20101116;10.3
GVE;20101117;0.0
GVE;20101118;2.8
GVE;20101119;0.0
GVE;20101120;0.0
GVE;20101121;0.1
GVE;20101122;1.2
GVE;20101123;0.0
GVE;20101124;0.0
GVE;20101125;3.4
GVE;20101126;0.3
GVE;20101127;9.0
GVE;20101128;1.9
GVE;20101129;0.3
GVE;20101130;9.9
GVE;20101201;12.4
GVE;20101202;0.0
GVE;20101203;1.6
GVE;20101204;0.0
GVE;20101205;4.0
GVE;20101206;32.0
GVE;20101207;0.3
GVE;20101208;4.0
GVE;20101209;0.2
GVE;20101210;0.0
GVE;20101211;0.0
GVE;20101212;0.0
GVE;20101213;0.0
GVE;20101214;0.0
GVE;20101215;0.0
GVE;20101216;0.3
GVE;20101217;1.6
GVE;20101218;0.0
GVE;20101219;0.1
GVE;20101220;0.0
GVE;20101221;14.5
GVE;20101222;12.2
GVE;20101223;0.3
GVE;20101224;15.5
GVE;20101225;0.1
GVE;20101226;0.0
GVE;20101227;0.0
GVE;20101228;1.0
GVE;20101229;0.0
GVE;20101230;0.0
GVE;20101231;0.0
GVE;20110101;0.0
GVE;20110102;0.0
GVE;20110103;0.0
GVE;20110104;0.1
GVE;20110105;0.0
GVE;20110106;7.4
GVE;20110107;5.0
GVE;20110108;0.1
GVE;20110109;26.0
GVE;20110110;0.4
GVE;20110111;4.9
GVE;20110112;0.3
GVE;20110113;0.1
GVE;20110114;0.0
GVE;20110115;0.1
GVE;20110116;0.0
GVE;20110117;0.0
GVE;20110118;0.1
GVE;20110119;0.0
GVE;20110120;0.0
GVE;20110121;0.0
GVE;20110122;0.0
GVE;20110123;0.0
GVE;20110124;0.0
GVE;20110125;0.0
GVE;20110126;0.0
GVE;20110127;0.0
GVE;20110128;0.0
GVE;20110129;0.0
GVE;20110130;0.0
GVE;20110131;0.0
GVE;20110201;0.0
GVE;20110202;0.0
GVE;20110203;0.0
GVE;20110204;0.0
GVE;20110205;0.0
GVE;20110206;0.0
GVE;20110207;0.0
GVE;20110208;0.0
GVE;20110209;0.0
GVE;20110210;0.0
GVE;20110211;0.0
GVE;20110212;0.0
GVE;20110213;0.0
GVE;20110214;1.9
GVE;20110215;7.2
GVE;20110216;0.0
GVE;20110217;0.0
GVE;20110218;0.0
GVE;20110219;0.0
GVE;20110220;2.5
GVE;20110221;0.1
GVE;20110222;0.0
GVE;20110223;0.0
GVE;20110224;1.7
GVE;20110225;0.0
GVE;20110226;2.3
GVE;20110227;0.6
GVE;20110228;0.0
GVE;20110301;0.0
GVE;20110302;0.0
GVE;20110303;0.0
GVE;20110304;0.0
GVE;20110305;0.0
GVE;20110306;0.0
GVE;20110307;0.0
GVE;20110308;0.0
GVE;20110309;0.0
GVE;20110310;0.0
GVE;20110311;0.0
GVE;20110312;0.0
GVE;20110313;0.5
GVE;20110314;0.1
GVE;20110315;0.0
GVE;20110316;0.0
GVE;20110317;6.4
GVE;20110318;0.1
GVE;20110319;5.2
GVE;20110320;0.0
GVE;20110321;0.0
GVE;20110322;0.0
GVE;20110323;0.0
GVE;20110324;0.0
GVE;20110325;0.0
GVE;20110326;0.0
GVE;20110327;1.9
GVE;20110328;2.0
GVE;20110329;3.8
GVE;20110330;0.2
GVE;20110331;0.3
GVE;20110401;0.0
GVE;20110402;0.0
GVE;20110403;0.0
GVE;20110404;8.2
GVE;20110405;0.0
GVE;20110406;0.0
GVE;20110407;0.0
GVE;20110408;0.0
GVE;20110409;0.0
GVE;20110410;0.0
GVE;20110411;0.0
GVE;20110412;0.2
GVE;20110413;0.0
GVE;20110414;0.0
GVE;20110415;0.0
GVE;20110416;0.0
GVE;20110417;0.0
GVE;20110418;0.0
GVE;20110419;0.0
GVE;20110420;0.0
GVE;20110421;0.0
GVE;20110422;0.0
GVE;20110423;2.0
GVE;20110424;0.0
GVE;20110425;0.0
GVE;20110426;0.0
GVE;20110427;0.0
GVE;20110428;9.6
GVE;20110429;0.1
GVE;20110430;0.0
GVE;20110501;0.0
GVE;20110502;0.2
GVE;20110503;5.9
GVE;20110504;0.0
GVE;20110505;0.0
GVE;20110506;0.0
GVE;20110507;0.0
GVE;20110508;0.0
GVE;20110509;0.0
GVE;20110510;0.0
GVE;20110511;0.0
GVE;20110512;3.2
GVE;20110513;0.0
GVE;20110514;5.5
GVE;20110515;1.1
GVE;20110516;0.0
GVE;20110517;0.4
GVE;20110518;0.0
GVE;20110519;0.5
GVE;20110520;0.0
GVE;20110521;0.0
GVE;20110522;0.9
GVE;20110523;0.0
GVE;20110524;0.0
GVE;20110525;0.0
GVE;20110526;0.3
GVE;20110527;0.0
GVE;20110528;0.0
GVE;20110529;0.0
GVE;20110530;0.7
GVE;20110531;11.1
GVE;20110601;7.0
GVE;20110602;0.0
GVE;20110603;0.0
GVE;20110604;0.6
GVE;20110605;0.2
GVE;20110606;2.4
GVE;20110607;8.6
GVE;20110608;14.4
GVE;20110609;0.0
GVE;20110610;0.0
GVE;20110611;0.1
GVE;20110612;0.0
GVE;20110613;0.0
GVE;20110614;0.0
GVE;20110615;0.0
GVE;20110616;1.5
GVE;20110617;6.2
GVE;20110618;11.2
GVE;20110619;0.0
GVE;20110620;0.0
GVE;20110621;0.6
GVE;20110622;17.9
GVE;20110623;0.0
GVE;20110624;0.0
GVE;20110625;0.0
GVE;20110626;0.0
GVE;20110627;0.0
GVE;20110628;0.0
GVE;20110629;0.3
GVE;20110630;0.0
GVE;20110701;0.0
GVE;20110702;0.0
GVE;20110703;0.0
GVE;20110704;0.0
GVE;20110705;0.0
GVE;20110706;0.0
GVE;20110707;8.4
GVE;20110708;0.6
GVE;20110709;1.3
GVE;20110710;10.7
GVE;20110711;0.0
GVE;20110712;0.0
GVE;20110713;17.3
GVE;20110714;0.0
GVE;20110715;0.0
GVE;20110716;0.0
GVE;20110717;38.3
GVE;20110718;0.0
GVE;20110719;9.0
GVE;20110720;4.2
GVE;20110721;5.2
GVE;20110722;1.0
GVE;20110723;2.0
GVE;20110724;1.3
GVE;20110725;0.0
GVE;20110726;0.8
GVE;20110727;0.3
GVE;20110728;1.7
GVE;20110729;0.0
GVE;20110730;0.0
GVE;20110731;0.0
GVE;20110801;0.0
GVE;20110802;0.0
GVE;20110803;6.2
GVE;20110804;0.0
GVE;20110805;0.4
GVE;20110806;10.5
GVE;20110807;3.1
GVE;20110808;0.0
GVE;20110809;0.1
GVE;20110810;0.0
GVE;20110811;0.0
GVE;20110812;0.0
GVE;20110813;0.0
GVE;20110814;10.4
GVE;20110815;3.1
GVE;20110816;0.0
GVE;20110817;0.0
GVE;20110818;0.0
GVE;20110819;0.0
GVE;20110820;0.0
GVE;20110821;0.0
GVE;20110822;0.0
GVE;20110823;0.0
GVE;20110824;0.8
GVE;20110825;0.0
GVE;20110826;25.1
GVE;20110827;0.5
GVE;20110828;0.0
GVE;20110829;0.0
GVE;20110830;0.0
GVE;20110831;3.8
GVE;20110901;8.3
GVE;20110902;0.0
GVE;20110903;3.4
GVE;20110904;8.3
GVE;20110905;1.8
GVE;20110906;0.0
GVE;20110907;0.0
GVE;20110908;0.0
GVE;20110909;0.1
GVE;20110910;0.0
GVE;20110911;4.5
GVE;20110912;0.0
GVE;20110913;0.0
GVE;20110914;0.0
GVE;20110915;0.0
GVE;20110916;0.0
GVE;20110917;6.5
GVE;20110918;9.3
GVE;20110919;8.7
GVE;20110920;0.1
GVE;20110921;0.0
GVE;20110922;0.0
GVE;20110923;0.0
GVE;20110924;0.0
GVE;20110925;0.0
GVE;20110926;0.0
GVE;20110927;0.0
GVE;20110928;0.0
GVE;20110929;0.0
GVE;20110930;0.0
GVE;20111001;0.0
GVE;20111002;0.0
GVE;20111003;0.0
GVE;20111004;0.0
GVE;20111005;0.0
GVE;20111006;1.6
GVE;20111007;1.5
GVE;20111008;6.5
GVE;20111009;2.0
GVE;20111010;0.4
GVE;20111011;0.0
GVE;20111012;0.0
GVE;20111013;0.0
GVE;20111014;0.0
GVE;20111015;0.0
GVE;20111016;0.0
GVE;20111017;0.0
GVE;20111018;0.0
GVE;20111019;18.1
GVE;20111020;0.0
GVE;20111021;0.0
GVE;20111022;0.0
GVE;20111023;0.0
GVE;20111024;0.0
GVE;20111025;5.9
GVE;20111026;0.0
GVE;20111027;0.0
GVE;20111028;0.0
GVE;20111029;0.0
GVE;20111030;0.0
GVE;20111031;0.0
GVE;20111101;6.2
GVE;20111102;0.2
GVE;20111103;0.0
GVE;20111104;12.0
GVE;20111105;0.2
GVE;20111106;0.0
GVE;20111107;0.1
GVE;20111108;0.2
GVE;20111109;0.0
GVE;20111110;0.0
GVE;20111111;0.0
GVE;20111112;0.0
GVE;20111113;0.0
GVE;20111114;0.0
GVE;20111115;0.0
GVE;20111116;0.0
GVE;20111117;0.0
GVE;20111118;0.0
GVE;20111119;0.0
GVE;20111120;0.0
GVE;20111121;0.0
GVE;20111122;0.0
GVE;20111123;0.0
GVE;20111124;0.0
GVE;20111125;0.0
GVE;20111126;0.0
GVE;20111127;0.0
GVE;20111128;0.0
GVE;20111129;0.0
GVE;20111130;0.0
GVE;20111201;0.0
GVE;20111202;3.6
GVE;20111203;7.6
GVE;20111204;3.7
GVE;20111205;11.6
GVE;20111206;2.7
GVE;20111207;17.5
GVE;20111208;1.2
GVE;20111209;0.1
GVE;20111210;0.7
GVE;20111211;0.0
GVE;20111212;10.2
GVE;20111213;1.9
GVE;20111214;5.0
GVE;20111215;9.8
GVE;20111216;26.8
GVE;20111217;1.3
GVE;20111218;1.7
GVE;20111219;0.9
GVE;20111220;4.1
GVE;20111221;3.3
GVE;20111222;0.1
GVE;20111223;0.0
GVE;20111224;2.1
GVE;20111225;0.0
GVE;20111226;0.0
GVE;20111227;0.0
GVE;20111228;0.0
GVE;20111229;0.3
GVE;20111230;15.0
GVE;20111231;13.6
GVE;20120101;0.2
GVE;20120102;9.8
GVE;20120103;0.2
GVE;20120104;9.4
GVE;20120105;21.2
GVE;20120106;2.2
GVE;20120107;0.5
GVE;20120108;1.8
GVE;20120109;0.0
GVE;20120110;0.0
GVE;20120111;0.0
GVE;20120112;0.0
GVE;20120113;0.0
GVE;20120114;0.0
GVE;20120115;0.0
GVE;20120116;0.0
GVE;20120117;0.0
GVE;20120118;0.0
GVE;20120119;0.8
GVE;20120120;10.1
GVE;20120121;8.1
GVE;20120122;2.0
GVE;20120123;0.0
GVE;20120124;1.4
GVE;20120125;0.1
GVE;20120126;0.1
GVE;20120127;7.5
GVE;20120128;0.0
GVE;20120129;0.0
GVE;20120130;0.3
GVE;20120131;6.7
GVE;20120201;0.0
GVE;20120202;0.0
GVE;20120203;0.0
GVE;20120204;0.0
GVE;20120205;0.0
GVE;20120206;0.0
GVE;20120207;0.0
GVE;20120208;0.0
GVE;20120209;0.0
GVE;20120210;0.0
GVE;20120211;0.0
GVE;20120212;0.0
GVE;20120213;0.0
GVE;20120214;0.0
GVE;20120215;0.2
GVE;20120216;0.1
GVE;20120217;0.0
GVE;20120218;0.0
GVE;20120219;0.1
GVE;20120220;0.0
GVE;20120221;0.0
GVE;20120222;0.0
GVE;20120223;0.0
GVE;20120224;0.0
GVE;20120225;0.0
GVE;20120226;0.0
GVE;20120227;0.0
GVE;20120228;0.0
GVE;20120229;0.0
GVE;20120301;0.0
